School,GradeSpan,MeasureID,Measure,Applicability,DataStatus,LatestValue,LatestPeriod
Ridgemoor Park Montessori,PK-6,1.4b,AP Exam Completion,Applicable,Data not yet loaded,,
Ridgemoor Park Montessori,PK-6,1.4c,AP Exam Passing,Applicable,Data not yet loaded,,
Ridgemoor Park Montessori,PK-6,1.10,Postsecondary Enrollment,Applicable,Data not yet loaded,,
Ridgemoor Park Montessori,PK-6,2.2,NWEA MAP Growth,Applicable,Data not yet loaded,,
Ridgemoor Park Montessori,PK-6,2.3a,M-STEP ELA,Applicable,Data not yet loaded,,
Ridgemoor Park Montessori,PK-6,2.3b,M-STEP Math,Applicable,Data not yet loaded,,
Ridgemoor Park Montessori,PK-6,2.4,Grade 3 Reading,Applicable,Validated data loaded,20%,Spring 2025
Ridgemoor Park Montessori,PK-6,2.5,Grade 8 Math,Applicable,Data not yet loaded,,
Ridgemoor Park Montessori,PK-6,2.6,SAT Benchmark,Not applicable,Not applicable,,
Ridgemoor Park Montessori,PK-6,2.7,WIDA Growth,Applicable,Data not yet loaded,,
Ridgemoor Park Montessori,PK-6,3.1,Chronic Absence,Applicable,Validated data loaded,18.8%,2025
Ridgemoor Park Montessori,PK-6,3.2,Suspension,Applicable,Data not yet loaded,,
Ridgemoor Park Montessori,PK-6,3.3a,Belonging — MI Student Voice,Applicable,Data not yet loaded,,
Ridgemoor Park Montessori,PK-6,3.3b,Belonging — Panorama,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,1.2a,Graduation Rate,Not applicable,Not applicable,,
Shawmut Hills,PK-5,1.2b,On-Track Credits,Not applicable,Not applicable,,
Shawmut Hills,PK-5,1.3a,SAT EBRW Mean,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,1.3b,SAT Math Mean,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,1.4a,AP Enrollment,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,1.4b,AP Exam Completion,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,1.4c,AP Exam Passing,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,1.10,Postsecondary Enrollment,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,2.2,NWEA MAP Growth,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,2.3a,M-STEP ELA,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,2.3b,M-STEP Math,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,2.4,Grade 3 Reading,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,2.5,Grade 8 Math,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,2.6,SAT Benchmark,Not applicable,Not applicable,,
Shawmut Hills,PK-5,2.7,WIDA Growth,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,3.1,Chronic Absence,Applicable,Validated data loaded,40.4%,2025
Shawmut Hills,PK-5,3.2,Suspension,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,3.3a,Belonging — MI Student Voice,Applicable,Data not yet loaded,,
Shawmut Hills,PK-5,3.3b,Belonging — Panorama,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,1.2a,Graduation Rate,Not applicable,Not applicable,,
Sherwood Global Studies,PK-6,1.2b,On-Track Credits,Not applicable,Not applicable,,
Sherwood Global Studies,PK-6,1.3a,SAT EBRW Mean,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,1.3b,SAT Math Mean,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,1.4a,AP Enrollment,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,1.4b,AP Exam Completion,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,1.4c,AP Exam Passing,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,1.10,Postsecondary Enrollment,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,2.2,NWEA MAP Growth,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,2.3a,M-STEP ELA,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,2.3b,M-STEP Math,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,2.4,Grade 3 Reading,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,2.5,Grade 8 Math,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,2.6,SAT Benchmark,Not applicable,Not applicable,,
Sherwood Global Studies,PK-6,2.7,WIDA Growth,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,3.1,Chronic Absence,Applicable,Validated data loaded,22.8%,2025
Sherwood Global Studies,PK-6,3.2,Suspension,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,3.3a,Belonging — MI Student Voice,Applicable,Data not yet loaded,,
Sherwood Global Studies,PK-6,3.3b,Belonging — Panorama,Applicable,Data not yet loaded,,
Sibley,PK-5,1.2a,Graduation Rate,Not applicable,Not applicable,,
Sibley,PK-5,1.2b,On-Track Credits,Not applicable,Not applicable,,
Sibley,PK-5,1.3a,SAT EBRW Mean,Applicable,Data not yet loaded,,
Sibley,PK-5,1.3b,SAT Math Mean,Applicable,Data not yet loaded,,
Sibley,PK-5,1.4a,AP Enrollment,Applicable,Data not yet loaded,,
Sibley,PK-5,1.4b,AP Exam Completion,Applicable,Data not yet loaded,,
Sibley,PK-5,1.4c,AP Exam Passing,Applicable,Data not yet loaded,,
Sibley,PK-5,1.10,Postsecondary Enrollment,Applicable,Data not yet loaded,,
Sibley,PK-5,2.2,NWEA MAP Growth,Applicable,Data not yet loaded,,
Sibley,PK-5,2.3a,M-STEP ELA,Applicable,Data not yet loaded,,
Sibley,PK-5,2.3b,M-STEP Math,Applicable,Data not yet loaded,,
Sibley,PK-5,2.4,Grade 3 Reading,Applicable,Data not yet loaded,,
Sibley,PK-5,2.5,Grade 8 Math,Applicable,Data not yet loaded,,
Sibley,PK-5,2.6,SAT Benchmark,Not applicable,Not applicable,,
Sibley,PK-5,2.7,WIDA Growth,Applicable,Data not yet loaded,,
Sibley,PK-5,3.1,Chronic Absence,Applicable,Validated data loaded,43.4%,2025
Sibley,PK-5,3.2,Suspension,Applicable,Data not yet loaded,,
Sibley,PK-5,3.3a,Belonging — MI Student Voice,Applicable,Data not yet loaded,,
Sibley,PK-5,3.3b,Belonging — Panorama,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,1.2a,Graduation Rate,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,1.2b,On-Track Credits,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,1.3a,SAT EBRW Mean,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,1.3b,SAT Math Mean,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,1.4a,AP Enrollment,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,1.4b,AP Exam Completion,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,1.4c,AP Exam Passing,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,1.10,Postsecondary Enrollment,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,2.2,NWEA MAP Growth,Not applicable,Not applicable,,
Southeast Career Pathways,9-12,2.3a,M-STEP ELA,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,2.3b,M-STEP Math,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,2.4,Grade 3 Reading,Not applicable,Not applicable,,
Southeast Career Pathways,9-12,2.5,Grade 8 Math,Not applicable,Not applicable,,
Southeast Career Pathways,9-12,2.6,SAT Benchmark,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,2.7,WIDA Growth,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,3.1,Chronic Absence,Applicable,Validated data loaded,97.6%,2025
Southeast Career Pathways,9-12,3.2,Suspension,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,3.3a,Belonging — MI Student Voice,Applicable,Data not yet loaded,,
Southeast Career Pathways,9-12,3.3b,Belonging — Panorama,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,1.2a,Graduation Rate,Not applicable,Not applicable,,
Southwest Community Campus Elementary,PK-6,1.2b,On-Track Credits,Not applicable,Not applicable,,
Southwest Community Campus Elementary,PK-6,1.3a,SAT EBRW Mean,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,1.3b,SAT Math Mean,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,1.4a,AP Enrollment,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,1.4b,AP Exam Completion,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,1.4c,AP Exam Passing,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,1.10,Postsecondary Enrollment,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,2.2,NWEA MAP Growth,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,2.3a,M-STEP ELA,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,2.3b,M-STEP Math,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,2.4,Grade 3 Reading,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,2.5,Grade 8 Math,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,2.6,SAT Benchmark,Not applicable,Not applicable,,
Southwest Community Campus Elementary,PK-6,2.7,WIDA Growth,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,3.1,Chronic Absence,Applicable,Validated data loaded,21.5%,2025
Southwest Community Campus Elementary,PK-6,3.2,Suspension,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,3.3a,Belonging — MI Student Voice,Applicable,Data not yet loaded,,
Southwest Community Campus Elementary,PK-6,3.3b,Belonging — Panorama,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,1.2a,Graduation Rate,Applicable,Validated data loaded,100%,CNA strength statement
Southwest Community Campus Middle/High,7-12,1.2b,On-Track Credits,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,1.3a,SAT EBRW Mean,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,1.3b,SAT Math Mean,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,1.4a,AP Enrollment,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,1.4b,AP Exam Completion,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,1.4c,AP Exam Passing,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,1.10,Postsecondary Enrollment,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,2.2,NWEA MAP Growth,Applicable,Validated data loaded,54.7,2024-25
Southwest Community Campus Middle/High,7-12,2.3a,M-STEP ELA,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,2.3b,M-STEP Math,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,2.4,Grade 3 Reading,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,2.5,Grade 8 Math,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,2.6,SAT Benchmark,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,2.7,WIDA Growth,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,3.1,Chronic Absence,Applicable,Validated data loaded,38.3%,2025
Southwest Community Campus Middle/High,7-12,3.2,Suspension,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,3.3a,Belonging — MI Student Voice,Applicable,Data not yet loaded,,
Southwest Community Campus Middle/High,7-12,3.3b,Belonging — Panorama,Applicable,Data not yet loaded,,
Union High,9-12,1.2a,Graduation Rate,Applicable,Data not yet loaded,,
Union High,9-12,1.2b,On-Track Credits,Applicable,Data not yet loaded,,
Union High,9-12,1.3a,SAT EBRW Mean,Applicable,Data not yet loaded,,
Union High,9-12,1.3b,SAT Math Mean,Applicable,Data not yet loaded,,
Union High,9-12,1.4a,AP Enrollment,Applicable,Data not yet loaded,,
Union High,9-12,1.4b,AP Exam Completion,Applicable,Data not yet loaded,,
Union High,9-12,1.4c,AP Exam Passing,Applicable,Data not yet loaded,,
Union High,9-12,1.10,Postsecondary Enrollment,Applicable,Data not yet loaded,,
Union High,9-12,2.2,NWEA MAP Growth,Not applicable,Not applicable,,
Union High,9-12,2.3a,M-STEP ELA,Applicable,Data not yet loaded,,
Union High,9-12,2.3b,M-STEP Math,Applicable,Data not yet loaded,,
Union High,9-12,2.4,Grade 3 Reading,Not applicable,Not applicable,,
Union High,9-12,2.5,Grade 8 Math,Not applicable,Not applicable,,
Union High,9-12,2.6,SAT Benchmark,Applicable,Data not yet loaded,,
Union High,9-12,2.7,WIDA Growth,Applicable,Data not yet loaded,,
Union High,9-12,3.1,Chronic Absence,Applicable,Validated data loaded,74.9%,2025
Union High,9-12,3.2,Suspension,Applicable,Data not yet loaded,,
Union High,9-12,3.3a,Belonging — MI Student Voice,Applicable,Data not yet loaded,,
Union High,9-12,3.3b,Belonging — Panorama,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,1.2a,Graduation Rate,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,1.2b,On-Track Credits,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,1.3a,SAT EBRW Mean,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,1.3b,SAT Math Mean,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,1.4a,AP Enrollment,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,1.4b,AP Exam Completion,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,1.4c,AP Exam Passing,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,1.10,Postsecondary Enrollment,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,2.2,NWEA MAP Growth,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,2.3a,M-STEP ELA,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,2.3b,M-STEP Math,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,2.4,Grade 3 Reading,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,2.5,Grade 8 Math,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,2.6,SAT Benchmark,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,2.7,WIDA Growth,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,3.1,Chronic Absence,Applicable,Validated data loaded,41.9%,2025
University Preparatory Academy,6-12,3.2,Suspension,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,3.3a,Belonging — MI Student Voice,Applicable,Data not yet loaded,,
University Preparatory Academy,6-12,3.3b,Belonging — Panorama,Applicable,Data not yet loaded,,
Westwood,6-8,1.2a,Graduation Rate,Not applicable,Not applicable,,
Westwood,6-8,1.2b,On-Track Credits,Not applicable,Not applicable,,
Westwood,6-8,1.3a,SAT EBRW Mean,Applicable,Data not yet loaded,,
Westwood,6-8,1.3b,SAT Math Mean,Applicable,Data not yet loaded,,
Westwood,6-8,1.4a,AP Enrollment,Applicable,Data not yet loaded,,
Westwood,6-8,1.4b,AP Exam Completion,Applicable,Data not yet loaded,,
Westwood,6-8,1.4c,AP Exam Passing,Applicable,Data not yet loaded,,
Westwood,6-8,1.10,Postsecondary Enrollment,Applicable,Data not yet loaded,,
Westwood,6-8,2.2,NWEA MAP Growth,Applicable,Data not yet loaded,,
Westwood,6-8,2.3a,M-STEP ELA,Applicable,Data not yet loaded,,
Westwood,6-8,2.3b,M-STEP Math,Applicable,Data not yet loaded,,
Westwood,6-8,2.4,Grade 3 Reading,Applicable,Data not yet loaded,,
Westwood,6-8,2.5,Grade 8 Math,Applicable,Data not yet loaded,,
Westwood,6-8,2.6,SAT Benchmark,Not applicable,Not applicable,,
Westwood,6-8,2.7,WIDA Growth,Applicable,Data not yet loaded,,
Westwood,6-8,3.1,Chronic Absence,Applicable,Validated data loaded,69.6%,2025
Westwood,6-8,3.2,Suspension,Applicable,Data not yet loaded,,
Westwood,6-8,3.3a,Belonging — MI Student Voice,Applicable,Data not yet loaded,,
Westwood,6-8,3.3b,Belonging — Panorama,Applicable,Data not yet loaded,,
